"pageName","facebookId","facebookUrl","feedbackId","postId","shares","comments","isVideo","likes","text","time","url","user/id","user/name","user/profilePic","user/profileUrl","viewsCount","inputUrl","pageAdLibrary/id","pageAdLibrary/is_business_page_active"
"gordonramsay","100044571843235","https://www.facebook.com/gordonramsay","ZmVlZGJhY2s6MTQ2NDMxNzIxNTA2Mzk5Mw==","1464317215063993","10","21",,"498","Manchester, this one is for you !! This is the @luckycatbygordonramsay y Lucky Edition menu, four courses, one fixed price ! Including flat iron with thai chimichurri, salmon aburi maki and signature lucky lollies to finish - stunning !!","2026-01-19T09:30:08.000Z","https://www.facebook.com/gordonramsay/posts/pfbid0JoX5cZWWhh2dk1gmU9HtWPTmk5nU4dbp5CxtLPXJ1zkR2P9cs56BdEUz3Ph3kwfFl","100044571843235","Gordon Ramsay","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/472989319_1176581627170888_2656747269249415036_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=0fSjY5jW3-gQ7kNvwFiV2So&_nc_oc=Adkip9mwfEl4Wb6K3pGoqHZlzs7uFIUiLMsdnGYq4-VJax3SNRujqwyncovBzieojLY&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=A-HBnGTDfI_WMJQftmgQeA&oh=00_AfpOM_irVpxQ6Q37-d3DkKfy4v0Z27ojRg4pypcOcMS_Lw&oe=69740307","https://www.facebook.com/100044571843235",,"https://www.facebook.com/gordonramsay","170304082992864","false"
"gordonramsay","100044571843235","https://www.facebook.com/gordonramsay","ZmVlZGJhY2s6MTQ2NDAwOTQ2NTA5NDc2OA==","1464009465094768","8","30","true","913","Sunday morning swim, followed by a 60min strength workout LFG…….","2026-01-18T23:41:26.000Z","https://www.facebook.com/gordonramsay/posts/pfbid02sWVtL9dpjCJAMRryxx6hGo6gCB6spkcb5boss7cDJEpJRDLf6oKj5vY9qeqqneKel","100044571843235","Gordon Ramsay","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/472989319_1176581627170888_2656747269249415036_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=0fSjY5jW3-gQ7kNvwFiV2So&_nc_oc=Adkip9mwfEl4Wb6K3pGoqHZlzs7uFIUiLMsdnGYq4-VJax3SNRujqwyncovBzieojLY&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=A-HBnGTDfI_WMJQftmgQeA&oh=00_AfpOM_irVpxQ6Q37-d3DkKfy4v0Z27ojRg4pypcOcMS_Lw&oe=69740307","https://www.facebook.com/100044571843235",,"https://www.facebook.com/gordonramsay","170304082992864","false"
"gordonramsay","100044571843235","https://www.facebook.com/gordonramsay","ZmVlZGJhY2s6MTQ2MzU2NDg3MTgwNTg5NA==","1463564871805894","122","656","true","3701","The ultimate treat at @gordonramsaystreetburger !! Tuck into our Next Level burger with smashed patties, gooey cheese and extra mac and cheese !!","2026-01-18T11:15:12.000Z","https://www.facebook.com/reel/907419484967028/","100044571843235","Gordon Ramsay","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/472989319_1176581627170888_2656747269249415036_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=0fSjY5jW3-gQ7kNvwFiV2So&_nc_oc=Adkip9mwfEl4Wb6K3pGoqHZlzs7uFIUiLMsdnGYq4-VJax3SNRujqwyncovBzieojLY&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=A-HBnGTDfI_WMJQftmgQeA&oh=00_AfpOM_irVpxQ6Q37-d3DkKfy4v0Z27ojRg4pypcOcMS_Lw&oe=69740307","https://www.facebook.com/100044571843235","261611","https://www.facebook.com/gordonramsay","170304082992864","false"
"jamieoliver","100044242188840","https://www.facebook.com/jamieoliver/","ZmVlZGJhY2s6MTQ1ODQ5OTYyODk2ODA5Ng==","1458499628968096","59","83",,"1291","Kicking this Monday off with some Protein Loaf inspo. 

Which topping would you choose? Tell us in the comments!

Super Food Protein Loaf Recipe >>>> jamieol.com/SuperFoodProteinLoaf","2026-01-19T08:00:38.000Z","https://www.facebook.com/photo/?fbid=1458499628968096&set=a.712921073525959","100044242188840","Jamie Oliver","https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-1/465800410_1128690628615666_6605080543441853653_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7REEKLxuMvcQ7kNvwFLO31a&_nc_oc=Adm0i41vn6UN-khLwR85IqZntxjcdUpUm98sOCKlbyED3kNfrx7EhRFEnBCi4m2eB8E&_nc_zt=24&_nc_ht=scontent-hou1-1.xx&_nc_gid=cqOynnQk4eNZw6aua8E6-Q&oh=00_Afrr8-BONxV7fgH5VmQNcdYsXhIc8_pNhElLFE37vES8dQ&oe=6974124F","https://www.facebook.com/100044242188840",,"https://www.facebook.com/jamieoliver/","27994914806","false"
"jamieoliver","100044242188840","https://www.facebook.com/jamieoliver/","ZmVlZGJhY2s6MTQ1ODE1MDg4MjMzNjMwNA==","1458150882336304","72","56","true","2610","Eating well shouldn’t have to cost a fortune. 🥘

From Caprese Chicken Burgers to Super Spinach Pies, we’re bringing you big, bold flavours that keep your wallet happy! Join Jamie and Lebanese chef Anissa Helou as they debunk the myth that delicious food has to be expensive.

Watch every Monday at 8pm on Channel 4 or catch up anytime on the Channel 4 streaming service.  AD","2026-01-18T20:01:50.000Z","https://www.facebook.com/jamieoliver/videos/890802516928782/","100044242188840","Jamie Oliver","https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-1/465800410_1128690628615666_6605080543441853653_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7REEKLxuMvcQ7kNvwFLO31a&_nc_oc=Adm0i41vn6UN-khLwR85IqZntxjcdUpUm98sOCKlbyED3kNfrx7EhRFEnBCi4m2eB8E&_nc_zt=24&_nc_ht=scontent-hou1-1.xx&_nc_gid=cqOynnQk4eNZw6aua8E6-Q&oh=00_Afrr8-BONxV7fgH5VmQNcdYsXhIc8_pNhElLFE37vES8dQ&oe=6974124F","https://www.facebook.com/100044242188840","39282","https://www.facebook.com/jamieoliver/","27994914806","false"
"jamieoliver","100044242188840","https://www.facebook.com/jamieoliver/","ZmVlZGJhY2s6MTQ1ODE1MDY3NTY2OTY1OA==","1458150675669658","24","91",,"1828","HOW is it still January ???","2026-01-18T20:00:26.000Z","https://www.facebook.com/jamieoliver/posts/pfbid0xmddvPdCBrMPGrV9YXPhLhFjmwSs6mbzvYb9vBkfF1E7Z2xVWktEXij9ox6w4dsrl","100044242188840","Jamie Oliver","https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-1/465800410_1128690628615666_6605080543441853653_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=7REEKLxuMvcQ7kNvwFLO31a&_nc_oc=Adm0i41vn6UN-khLwR85IqZntxjcdUpUm98sOCKlbyED3kNfrx7EhRFEnBCi4m2eB8E&_nc_zt=24&_nc_ht=scontent-hou1-1.xx&_nc_gid=cqOynnQk4eNZw6aua8E6-Q&oh=00_Afrr8-BONxV7fgH5VmQNcdYsXhIc8_pNhElLFE37vES8dQ&oe=6974124F","https://www.facebook.com/100044242188840",,"https://www.facebook.com/jamieoliver/","27994914806","false"
"officialmasterchefindia","100076215651211","https://www.facebook.com/officialmasterchefindia/","ZmVlZGJhY2s6NjYyOTM5MDg2MjU2NjA3","662939086256607","0",,,"11","","2025-03-15T20:16:07.000Z","https://www.facebook.com/officialmasterchefindia/posts/pfbid0riXECp9mUh57T7VNaWdMRY1iggamxux2D5QAUr47CJEGLB1npMnXLF3e3mbZn2mHl","100076215651211","MasterChef India","https://scontent-sjc3-1.xx.fbcdn.net/v/t39.30808-1/302082384_174039511813236_7602844827779415345_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=fYKumaPHOi0Q7kNvwHuZA0w&_nc_oc=AdlrlT8PtkApFTgUDcwyRgHRlJX7sABe4oWp6P171tW7Nm3xQqk3v4Pz-oYLXHBLLP8&_nc_zt=24&_nc_ht=scontent-sjc3-1.xx&_nc_gid=NOJXH61DOWG28cBYXFjtgA&oh=00_Afq91n0bmajVqrvbkIzi73Svj44AAJN_p-5Cuc6Orvx4fA&oe=6973E6B1","https://www.facebook.com/100076215651211",,"https://www.facebook.com/officialmasterchefindia/","128994540590460","false"
"officialmasterchefindia","100076215651211","https://www.facebook.com/officialmasterchefindia/","ZmVlZGJhY2s6NjYyOTM5MDU5NTg5OTQz","662939059589943","0",,,"6","","2025-03-15T20:16:04.000Z","https://www.facebook.com/officialmasterchefindia/posts/pfbid034QpoLMup9aPp3xBeVuxdejeqaeJk7MMNbVRocwEMexyaR4hnpbv34x87QkKT1sprl","100076215651211","MasterChef India","https://scontent-sjc3-1.xx.fbcdn.net/v/t39.30808-1/302082384_174039511813236_7602844827779415345_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=fYKumaPHOi0Q7kNvwHuZA0w&_nc_oc=AdlrlT8PtkApFTgUDcwyRgHRlJX7sABe4oWp6P171tW7Nm3xQqk3v4Pz-oYLXHBLLP8&_nc_zt=24&_nc_ht=scontent-sjc3-1.xx&_nc_gid=NOJXH61DOWG28cBYXFjtgA&oh=00_Afq91n0bmajVqrvbkIzi73Svj44AAJN_p-5Cuc6Orvx4fA&oe=6973E6B1","https://www.facebook.com/100076215651211",,"https://www.facebook.com/officialmasterchefindia/","128994540590460","false"
"officialmasterchefindia","100076215651211","https://www.facebook.com/officialmasterchefindia/","ZmVlZGJhY2s6NjYyOTM4OTk2MjU2NjE2","662938996256616","0",,,"3","","2025-03-15T20:15:58.000Z","https://www.facebook.com/officialmasterchefindia/posts/pfbid0JuJqmmnmarzqJfaf7fZwFxZiC5a84NEabAM24NkktzVmqD6T29zbim92DaxZk8o7l","100076215651211","MasterChef India","https://scontent-sjc3-1.xx.fbcdn.net/v/t39.30808-1/302082384_174039511813236_7602844827779415345_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=106&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=fYKumaPHOi0Q7kNvwHuZA0w&_nc_oc=AdlrlT8PtkApFTgUDcwyRgHRlJX7sABe4oWp6P171tW7Nm3xQqk3v4Pz-oYLXHBLLP8&_nc_zt=24&_nc_ht=scontent-sjc3-1.xx&_nc_gid=NOJXH61DOWG28cBYXFjtgA&oh=00_Afq91n0bmajVqrvbkIzi73Svj44AAJN_p-5Cuc6Orvx4fA&oe=6973E6B1","https://www.facebook.com/100076215651211",,"https://www.facebook.com/officialmasterchefindia/","128994540590460","false"
"madrasfoodjournal","100063796040621","https://www.facebook.com/madrasfoodjournal","ZmVlZGJhY2s6ODU0NzQ3MTI2NjYxODE0","854747126661814","0",,"true","7","share with them 😉😉😉
•
•
#madrasfoodjournal #chennaifoodie #chennaiblogger #chennaifood #chennaifoodblogger #chennaifoodguide #chennaifoodspots #wherechennaieats #foodofchennai #chennaites #chennai😍  #chennai #instafood  #walkwithchennai #foodgasm #foodporn #chennaifoodies  #foodstagram #foodvideography #reelitfeelit #reelkarofeelkaro #reelsindia ##tagsomeone","2024-02-07T14:06:09.000Z","https://www.facebook.com/reel/1087120858997114/","100063796040621","Madras Food Journal","https://scontent-atl3-2.xx.fbcdn.net/v/t39.30808-1/307715941_493167922819738_4306508401163499083_n.jpg?stp=cp0_dst-jpg_s50x50_tt6&_nc_cat=105&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=MyoagnyyDWQQ7kNvwFrSdUH&_nc_oc=AdldqDMRMNjlPAXkD6PKSyslHiwp9WKH5VZpkqOl_poHY4aT2eRAJBexYeo6lcJbQTg&_nc_zt=24&_nc_ht=scontent-atl3-2.xx&_nc_gid=4nRdmumn9f0kArVIwxO9-A&oh=00_AfpIgm7aJRHPpw9jdpOTCworOuSyiN5YMMo1XYStDM27VA&oe=6973E8D0","https://www.facebook.com/100063796040621","1005","https://www.facebook.com/madrasfoodjournal","444293289727019","false"
